Title,Ingredients,Steps,Ingredients Cleaned
Siomay Ayam Udang,"200 gr ayam giling--100 gr udang--1 buah wortel (parut)--2 batang bawang daun (iris halus)--3 siung bawang putih (cincang halus)--5 sdm tepung tapioka--1 sdm tepung terigu--1 butir telur--1 sdm saus tiram--1 sdm minyak wijen--1 sdm kecap ikan--secukupnya garam, gula, lada--15 lembar kulit pangsit--","1) Cuci bersih udang, kupas kulitnya, lalu haluskan.
2) Campur seluruh bahan menjadi 1, kecuali kulit pangsit dan sisakan sedikit wortel untuk garnish.
3) Siapkan kulit pangsit, masukkan sekitar 1 sdm adonan ke tengah kulit pangsit, lalu bungkus. Berikan sedikit parutan wortel di bagian atasnya.
4) Olesi alas tempat untuk mengukus dengan minyak agar siomay tidak lengket. Kukus siomay selama kurang lebih 20 menit.
5) Sajikan hangat. Nikmati dengan saus cabai atau saus kacang.","ayam giling , udang , wortel parut , batang bawang daun halus , bawang putih cincang halus , tepung tapioka , tepung terigu , telur , saus tiram , minyak wijen , kecap ikan , garam , gula , lada , kulit pangsit"
Pokcoy udang,"4 pokcoy--1/4 udang--6 bawang putih--Kecap saus tiram--Kecap manis--Garam,gula,lada penyedap--Minyak sayur untuk menumis--Dan air untuk merebus--","1) Cuci bersih pokcoy sbelu itu rebus air smpai mendidih laluu rebuss pokcoy smpe stengah matang jngn lupa tambhkn garamm aduk2 klo skiranya sdh matang angkat dan sajikan di piring
2) Potong kasar bawang putih.. dan udangnyaa di kupass yaa.. di buang kepala dan kulitnyaa. Dan cuci bersih
3) Stelahh bawang putih sdh di botong dan udang sdh di bersihkan. Tumiss bawang putih smpee harum.. lallu masukann udang yg sdh di bersihikan td. Aduk2 smpe merata dan udang mulai melayu. Tambhakn kecap saus tiram kecap manis. Dan aduk lagi smpe merata. Tambhakn air secukupnya aja. Lallu tambhkn garam gula penyedap dan lada aduk smpe mateng yaa bunda. Jngn lupa di chek rasanyaa  biar pass rasanyaa
4) Dan siapp di hidangkann. Di tata di atass pokcoy. Makan selangi hangat dengan nasi panas
5) Selamat mencoba","pokcoy , udang , bawang putih , kecap saus tiram , kecap manis , garam , gula , lada penyedap , minyak sayur menumis , air merebus"
Udang Asam Manis,500 gr udang--Jeruk nipis--2 sdm mentega--1 sdm saus tiram--1 sdm saus sambal--1 sdt saus tomat--2 sdt garam--3 sdt gula--1 sdt royco ayam--Daun Bawang--3 cabe hijau--Bumbu iris:--1 bawang bombay--4 bawang putih--1 ruas telunjuk jahe--,"1) Cuci bersih udang, lumuri dengan jeruk nipis, diamkan 10 menit
2) Panaskan mentega, tumis bumbu iris sampai harum, tambahkan saus tiram, saus sambal, saus tomat, garam, gula, royco ayam, air, aduk rata
3) Masukkan udang, masak hingga bumbu meresap
4) Terakhir tambahkan daun bawang & cabe hijau.","udang , jeruk nipis , mentega , saus tiram , saus sambal , saus tomat , garam , gula , royco ayam , daun bawang , cabe hijau , bumbu , bawang bombai , bawang putih , telunjuk jahe"
Udang cabe ijo,"Udang (gak tau berapa banyak)--Cabe ijo, iris memanjang--Cabe rawit--Cabe merah keriting--Cabe merah keriting yang di blender (opsional)--Minyak goreng untuk menumis--5 butir bawang merah--4 siung bawang putih--Sedikit kemiri--secukupnya Terasi--Sedikit kecap asin--secukupnya Garam, gula dan penyedap rasa--Sedikit air--","1) Kupas dan cuci bersih udang, tiriskan
2) Iris memanjang cabe ijo
3) Haluskan (pake lesung batu) bawang merah, bawang putih, cabe rawit, cabe merah, kemiri dan terasi.
4) Setelah halus, tambahkan cabe merah yg sudah diblender (ini opsional, karena suami suka pedes, jd ditambahin) aduk-aduk bersamaan bumbu yg sudah ditumbuk didalam lesung batu
5) Panaskan minyak, tumis bumbu yang sudah ditumbuk sampai minyak meresap, tambahkan kecap asin, gula, garam dan penyedap. Tes rasa
6) Tambahkan air, masukkan cabe ijo dan udang. Masak sampai berminyak.
7) Jika dirasa kurang pas, bisa tambahkan gula, kecap asin maupun air.
8) Angkat dan sajikan","udang tau , cabe ijo , memanjang , cabe rawit , cabe merah keriting , cabe merah keriting blender , minyak goreng menumis , bawang merah , bawang putih , kemiri , terasi , kecap asin , garam , gula penyedap , air"
Tumis udang berkuah 😂,"1 kg udang, udang apa aja boleh--5 siung bawang putih, iris--5 siung bawang merah, iris--2 buah cabe merah besar, iris serong--2 buah cabe ijo, iris serong--1 bungkus saori saos tiram--secukupnya Kecap manis--Garam, gula, penyedap rasa--Minyak ut menumis--secukupnya Air--","1) Tumis bawang merah bawang putih dan cabe sampai harum
2) Masukan udang yg sudah dibersihkan, aduk aduk tambahkan air sesuai selera
3) Tambahkan garam gula penyedap rasa kecap manis sesuai selera dan saos tiram, atur rasa jadi deh, karena udang emang bentar aja mateng,","udang , udang , bawang putih , bawang merah , cabe merah , serong , cabe ijo , serong , saori saos tiram , kecap manis , garam , gula , penyedap , minyak ut menumis , air"
Sambal goreng Kentang udang pete,2 buah kentang ukuran besar potong dadu--250 gr udang kupas bersihkan--2 buah papan pete--Daun salam--Daun jeruk--Lengkuas--Gula--Garam--Bumbu Halus :--6 buah bawang merah--4 buah bawang putih--15 buah Cabe merah keriting--8 buah cabe rawit--,"1) Tumis bumbu halus,daun salam,daun jeruk dan lengkuas hingga harum dan mengeluarkan minyak
2) Masukkan kentang dan udang yang sudah digoreng aduk rata
3) Tambahkan pete,garam dan gula aduk kembali hingga bumbu tercampur dan matang merata
4) Cek rasa dan siap disajikan","kentang potong dadu , udang kupas bersihkan , papan pete , daun salam , daun jeruk , lengkuas , gula , garam , bumbu halus , bawang merah , bawang putih , cabe merah keriting , cabe rawit"
Cah Brokoli Udang,"1 bh brokoli--1 bh wortel--10 ekor udang--2 siung bawang putih--1/2 bh bawang bombay--2 sdm saus tiram--1/2 sdt garam, gula pasir, kaldu bubuk--","1) Rebus brokoli dan wortel setengah matang. Lalu tiriskan.
2) Geprek bawang putih dan potong bawang bombay.
3) Panaskan minyak, tumis bawang putih dan bawang bombay sampai harum.
4) Kemudian masukkan udang segar.
5) Tambahkan saus tiram, aduk rata.
6) Masukkan brokoli dan wortel.
7) Kemudian bumbui dengan garam, gula pasir dan kaldu bubuk. Aduk rata.
8) Setelah tercampur rata, koreksi rasa. Cah brokoli udang siap dihidangkan.","brokoli , wortel , udang , bawang putih , bawang bombai , saus tiram , garam , gula pasir , kaldu bubuk"
Tumis udang buncis kembang kol,1/4 kg Udang--1/2 Kembang kol--1 genggam Buncis--4 buah Bawang merah--4 buah Bawang putih--5 buah Cabe rawit--Saori saos tiram--Penyedap rasa--Garam--,"1) Tumis bawang merah, bawang putih, cabe rawit yg sudah diiris tipis-tipis sampai wangi
2) Masukkan udang kemudian tambahkan air hingga udang berwarna merah
3) Masukkan buncis dan kembang kol lalu aduk- aduk
4) Tambahkan garam, saori dan penyedap rasa. Aduk sampai rata dan cicipi.
5) Siap disajikan.","udang , kembang kol , genggam buncis , bawang merah , bawang putih , cabe rawit , saori saos tiram , penyedap , garam"
Tumis Brokoli Udang Sederhana,7-9 buah udang ukuran sedang--1 buah brokoli kecil (secukupnya)--1 buah kentang (tambahan)--1 buah sosis (tambahan)--3 bawang putih--5 bawang merah--Bawang bombay--Cabai rawit merah--Saos tiram--,"1) Iris bawang putih, bawang merah, bawang bombay, cabai rawit. Potong-potong brokoli dan kentang sesuai selera
2) Rebus brokoli dan kentang hingga sedikit layu, tambahkan sedikit garam saat merebus
3) Rebus sosis, lalu potong-potong sesuai selera. Bersihkan udang dari kepala dan ekornya, potong-potong sesuai selera
4) Panaskan minyak/butter, masukkan irisan bawang lalu cabai hingga sedikit layu
5) Tambahkan udang, tumis hingga sedikit kemerahan (orens), lalu tambahkan sosis, tumis agak lama
6) Tambahkan potongan brokoli dan kentang, tumis sebentar, lalu tambahkan sedikit air, biarkan hingga air berkurang.
7) Tambahkan garam/gula dan saos tiram sesuai selera.
8) Tumis brokoli udang (kentang sosis) siap disajikan.","udang , brokoli , kentang tambahan , sosis tambahan , bawang putih , bawang merah , bawang bombai , cabai rawit merah , saos tiram"
Udang saus tiram pedas,1/2 kg udang--5 siung bp--1 buah tomat--1 buah bawang bombay kecil--2 cabe kriting--3 sdm saus tiram--3 sdm saus cabe--,"1) Rajang bawang putih dan iris bawang bombay juga cabe kriting
2) Tumis bawang putih, bawang bombay, dan cabe kriting.
3) Lalu masukan udang denga sdkit air tunggu sampai matang. Lalu masukan saos tiram, saus sambel juga tomat. Aduk rata tunggu matang
4) Siap sajikan","udang , bp , tomat , bawang bombai , cabe kriting , saus tiram , saus cabe"
Hekeng Ayam Udang #keto,500 gr Paha Ayam Cincang--200 gr Udang Cincang Kasar--50 gr Putih Telur--70 gr Tepung Putih Telur--1 Batang Daun Bawang iris tipis--3 siung Bawang Merah Cincang--3 siung Bawang Putih Cincang--2 sdm Minyak Wijen--2 sdm Saos Tiram--1 sdt Himsalt--1 sdt Lada Bubuk--1/4 sdt Bumbu Ngo Hiong--1 Pack Kulit / Kembang tahu--,"1) Aduk semua bahan jadi satu dan semua bumbu tercampur rata.
2) Bagi 8 kembang tahu. Bagi 8 adonan kekian agar sama besar.
3) Gulung adonan di kulit tahu sampai habis.
4) Kukus selama 20 menit.
5) Dinginkan. Bisa di frozen buat amunisi. Goreng saat mau di makan.","paha ayam cincang , udang cincang kasar , putih telur , tepung putih telur , batang daun bawang tipis , bawang merah cincang , bawang putih cincang , minyak wijen , saos tiram , himsalt , lada , bumbu ngo hiong , pack kulit kembang tahu"
Udang goreng garlic,"250 gr udang (saya pake tiger prawn ukuran sedang)--5 siung bawang putih, haluskan--secukupnya Garam--secukupnya Lada--Perasan jeruk nipis--Minyak untuk menggoreng--","1) Bersihkan udang, buang kotoran di kepala & belah punggung. Saya potong kumis & duri di kepala n ekor
2) Kucurkan perasan air jeruk nipis, taburkan garam, lada & bumbu halus. Ratakan & Diamkan minimal 10 menit
3) Panaskan minyak, goreng udang hingga matang. Seberapa keringnya tergantung selera yaa","udang pake tiger prawn , bawang putih , haluskan , garam , lada , perasan jeruk nipis , minyak"
Udang saus padang (ala seafood),1/4 kg udang ukuran agak besar--2 siung bawang putih--1 siung bawang bombay--1 batang daun bawang--5 buah cabe rawit merah--2 sdm saus tomat--1 sdm saus sambal--1 sdt kecap inggris--1 sdt minyak ikan--1 sdt saus tiram--Minyak goreng utk menumis--Sedikit air--Garam dan kaldu jamur--,"1) Tumis bawang putih cincang, bawang bombay iris, dan cabai rawit hingga harum
2) Masukkan kecap inggris, minyak ikan, saus tomat dan saus sambal... aduk rata beri air sedikit
3) Masukkan udang, koreksi rasa beri garam dan kaldu jamur secukupnya... masak hingga udang berubah warna","udang , bawang putih , bawang bombai , batang daun bawang , cabe rawit merah , saus tomat , saus sambal , kecap inggris , minyak ikan , saus tiram , minyak goreng utk menumis , air , garam kaldu jamur"
Tumis udang simpel (serba iris),"500 gram udang kupas--1/2 siung bawang bombay--4 siung bawang merah--4 siung bawang putih--2 buah cabe hijau--2 buah cabe merah keriting--15-20 cabe rawit (sesuai selera)--1 buah tomat iris kecil2--Garam, gula, royco ayam--Sejumput merica--Sdkt kecap--","1) Tumis bawang dan cabe sampai harum, lalu masukkan udang, aduk2 lalu beri garam, gula, royco ayam, sejumput merica, dan sedikit kecap.. Aduk lg hingga rata sekitar 5 menit.. Lalu masukkan setengah gelas air.. Tutup wajan
2) Ketika kuah mulai surut, masukkan potongan tomat, saya kurang suka tomat nya lembek makanya dimasukkan di akhir2 masak saja.. Biar gak terlalu asam juga kuah nya..
3) Kalau kuah nya mulai terlihat ada campuran minyak berarti sudah matang..
4) Selesai","udang kupas , bawang bombai , bawang merah , bawang putih , cabe hijau , cabe merah keriting , cabe rawit , tomat , garam , gula , royco ayam , sejumput merica , sdkt kecap"
UDANG tepung pedas manis,"300 gr udang kecil, buang kepala dan buntut--Bahan pelapis:--75 gr tepung maizena--100 gr tepung terigu--1 butir telur, kocok lepas--Bumbu:--1 buah bawang bombai, iris--3 siung bawang putih, cincang kasar--1,5 sdm kecap manis--5 sdm saos sambal--3 sdm saos tomat--1 sdt garam--1 sdm gula pasir--2 batang daun bawang, iris tipis--","1) Lumuri udang dgn air jeruk nipis dan 1/2 sdm garam. Diamkan 15 menit... cuci dan tiriskan. Campurkan udang dgn telur kocok, aduk rata.
2) Tuang udang ke dlm campuran tepung maizena dan terigu, aduk rata sambil di pisah2kan (sy biarkan ada gumpalan udangnya)
3) Goreng dlm minyak banyak sampai kering, angkat, tiriskan.
4) Tumis bawang bombai dan bawang putih sampai harum, beri sedikit air masukan sisa bumbu... aduk rata sampai agak kental, cicipi.. masukan udang aduk sampai udang terbalut rata. Angkat dan sajikan...","udang , buang kepala buntut , tepung maizena , tepung terigu , telur , kocok lepas , bumbu , bawang bombai , bawang putih , cincang kasar , kecap manis , saos sambal , saos tomat , garam , gula pasir , batang daun bawang , tipis"
Udang Balado,2 gram udang ukuran sedang buang kepalanya saja--1 sereh keprek--1 daun salam--Bumbu halus:--3 siung bawang merah--1 siung bawang putih--4 cabe rawit--5 cabe keriting--1 tomat uk kecil--,"1) Tumis bumbu halus + sereh + daun salam
2) Sudah keluar minyaknya beri air, tumis sebentar masukan udang, tunggu sampai agak kering, beri bumbu, selesai","udang buang kepalanya , serai keprek , daun salam , bumbu halus , bawang merah , bawang putih , cabe rawit , cabe keriting , tomat"
REMPEYEK udang,1/4 kg udang yg agak kecil buang kepalanya--250 gram tepung beras--secukupnya daun jeruk potong halus--2 siung bawang putih--3 siung bawang merah--secukupnya ketumbar bubuk--secukupnya kunyit bubuk--1/2 sdt garam (ato tingkatan keasinan bisa diatur sendiri ya)--secukupnya air (saya agak encer tadi)--,"1) Haluskan bumbu bawang putih, bawang merah, kunyit, ketumbar, garam
2) Masukkan ke dalam tepung beras, aduk rata bersama air
3) Masukkan daun jeruk yg sdh dirajang halus, tes rasa
4) Masukkan udang lalu goreng hingga golden brown
5) Rempeyek udang siap dinikmati bersam nasi putih sambal dan sayur
6) Selamat mencoba....","udang buang kepalanya , tepung beras , daun jeruk potong halus , bawang putih , bawang merah , biji ketumbar , kunyit , garam ato tingkatan keasinan diatur , air encer"
"Siomay Ayam Udang,,, Enakkk + tips","200 gr ayam filet--100 gr udang, kupas kulitnya--35 gr es batu--125 gr labu siam--20 gr bawang putih, haluskan--2 batang daun bawang, iris halus--1 butir telur utuh--150 gr tepung tapioka--20 gr tepung terigu--~Bumbu~--1 sdm kecap ikan--1 sdm kecap asin--1 sdm minyak wijen--1/2 sdt lada bubuk--1/2 sdt gula pasir--secukupnya garam + masako ayam--~Pelengkap~ (sesuai selera)--10 buah tahu putih--10 buah tahu coklat segitiga--2 buah pare, bersihkan dalamnya--500 gr kentang--secukupnya kol--2 butir telur rebus--","1) Labu siam di kupas, lalu dikukus hingga empuk, angkat, biarkan dingin,,, lalu parut,,, letakkan dalam saringan, diamkan hingga air tidak menetes.,,, Panaskan dandang, saringan dandang jangan dimasukkan, untuk tempat siomay.
2) Dalam food processor, masukkan ayam + udang + es batu, giling hingga halus,,, tambahkan labu siam + daun bawang + bawang putih + bumbu, giling hingga rata.
3) Masukkan telur, giling lagi hingga tercampur rata.
4) Pindahkan ke wadah, masukkan tepung terigu + tepung tapioka secara bertahap, sambil diaduk hingga rata, tes rasa.
5) Adonan akhir sangat kental, tidak jatuh saat diangkat dengan spatula. Siap diisikan ke tahu + pare & kol.
6) Alasi saringan dandang dengan daun pisang (bila tdk ada, oles dgn minyak goreng agar tidak lengket), lalu masukkan siomay,,, bila akan pakai cetakan, oles cetakan dengan minyak goreng agar tidak lengket,,, kukus dalam dandang yang telah dipanaskan tadi, dengan api sedang selama ± 20 menit.
7) Ini yg sudah matang, siomay yg ada di cetakan bolkus mawar gampang lepasnya.
8) Penyajian : 
Siapkan piring, beri siomay, siram dengan bumbu kacang + saus sambal + kecap manis + sambal,,, siap disajikan,,, Selamat Mencoba
9) TIPS (sumber : Gayakoology)
10) 1. Penggunaan tepung yang tepat, tepung tapioka alasannya adalah, tekstur tepung yang licin dan putih pada saat diolah menghasilkan tekstur yang kenyal dan cenderung transparan. Bila menggunakan tepung sagu yang memiliki tekstur asli kasar dan agak broken white, memberikan hasil akhir yang pucat dan kurang kenyal (misalnya pempek).
11) 2. Penambahan tepung terigu dalam adonan dengan jumlah yang sedikit yaitu untuk 500gr tepung tapioka gunakan 2 sendok makan tepung terigu, ini bertujuan agar tekstur siomay yang tidak lengket saat digigit.
12) 3. Perbandingan tepung dan bahan utama daging (sapi, ayam atau ikan) yaitu 1:2 artinya bila kita menggunakan 100gr tepung tapioka (diluar tepung terigu), maka daging yang digunakan adalah sebanyak 200gr.
13) 4. Selalu gunakan air es untuk mencampur adonan.
14) 5. Penambahan labu siam hijau kukus yang dihancurkan akan menambah sempurna tekstur Siomay, karena bila kondisi dingin Siomay tidak akan mengeras, berbeda dengan yang tidak menggunakan labu siam hijau, namun ini optional, karena menikmati Siomay tentunya lebih enak tersaji hangat atau baru saja keluar dari dandang, tidak mengguakan labu siam pun bila dikukus kembali teksturnya kembali kenyal.","ayam filet , udang , kupas kulitnya , es batu , labu siam , bawang putih , haluskan , batang daun bawang , halus , telur utuh , tepung tapioka , tepung terigu , ~bumbu~ , kecap ikan , kecap asin , minyak wijen , lada , gula pasir , garam + masako ayam , ~pelengkap~ , tahu putih , tahu coklat segitiga , pare , bersihkan dalamnya , kentang , kol , telur rebus"
Udang Goreng Bawang,250 gr Udang tanpa kepala--2 sdm Air Jeruk Nipis--Haluskan :--3 siung Bawang Putih--1 sdt Garam--secukupnya Minyak goreng--,"1) Cuci Udang lalu beri air Jeruk Nipis hingga rata diamkan 15 menit, cuci ulang hingga bersih.
2) Campur bumbu halus dengan udang tunggu 5 menit.
3) Panaskan minyak goreng secukupnya goreng hingga matang. Angkat, tiriskan.","udang kepala , air jeruk nipis , haluskan , bawang putih , garam , minyak goreng"
